
Categorical variable freqs (actual CHDS):

"z1single"
"","Actual (%)"
"28",0.0983284169124877,0,0,0.0997008973080758,0.493583415597236,0.899100899100899,0.817160367722165,0.717213114754098,0.829875518672199,0.731452455590387,0.851063829787234,1.53508771929825,0.998890122086571
"29",0,0,0.0992063492063492,0.0997008973080758,0.197433366238894,0,0.102145045965271,0.102459016393443,0.20746887966805,0.104493207941484,0,0.109649122807018,0.221975582685905
"30",0.688298918387414,0.691699604743083,1.19047619047619,0.299102691924227,1.38203356367226,1.998001998002,2.24719101123596,2.97131147540984,3.00829875518672,3.97074190177638,5.63829787234043,5.59210526315789,4.21753607103219
"31",0,0,0.0992063492063492,0.0997008973080758,0,0,0,0.204918032786885,0.103734439834025,0.522466039707419,0,0,0.332963374028857
"32",0.196656833824975,0.296442687747036,0.198412698412698,0.199401794616152,0.69101678183613,0.3996003996004,0.510725229826353,0.717213114754098,0.4149377593361,0.940438871473354,1.48936170212766,1.42543859649123,0.998890122086571
"33",0.0983284169124877,0,0.0992063492063492,0,0,0,0.204290091930541,0.307377049180328,0.4149377593361,0.313479623824451,0.319148936170213,0.328947368421053,0.443951165371809
"34",0,0.0988142292490119,0,0.0997008973080758,0,0.0999000999000999,0.102145045965271,0.102459016393443,0,0.208986415882968,0.212765957446809,0.109649122807018,0.110987791342952
"35",0.196656833824975,0.691699604743083,0.198412698412698,0.69790628115653,1.38203356367226,0.3996003996004,0.612870275791624,1.53688524590164,1.45228215767635,1.35841170323929,0.957446808510638,1.64473684210526,2.21975582685905
"36",0,0.0988142292490119,0.0992063492063492,0,0,0,0.306435137895812,0.204918032786885,0.103734439834025,0.104493207941484,0.425531914893617,0.328947368421053,0.332963374028857
"37",0,0.197628458498024,0.0992063492063492,0.0997008973080758,0.394866732477789,0.2997002997003,0.510725229826353,0.409836065573771,0.829875518672199,0.940438871473354,0.851063829787234,0.657894736842105,1.88679245283019
"38",0,0.0988142292490119,0.198412698412698,0.199401794616152,0.0987166831194472,0.2997002997003,0.612870275791624,1.02459016393443,1.45228215767635,1.04493207941484,1.59574468085106,2.5219298245614,2.21975582685905
"39",0,0,0,0,0,0,0,0,0,0.208986415882968,0.106382978723404,0,0.332963374028857
"40",1.37659783677483,1.58102766798419,1.78571428571429,2.39282153539382,1.97433366238894,3.3966033966034,3.4729315628192,4.20081967213115,6.01659751037344,6.79205851619645,7.34042553191489,9.9780701754386,9.21198668146504
"41",0,0,0,0,0,0,0,0,0.103734439834025,0,0.212765957446809,0.219298245614035,0
"42",0.0983284169124877,0.0988142292490119,0,0.199401794616152,0.0987166831194472,0.1998001998002,0.102145045965271,0,0.311203319502075,0.104493207941484,0.212765957446809,0.109649122807018,0.221975582685905
"43",0,0,0,0,0,0,0.102145045965271,0.102459016393443,0,0,0,0.328947368421053,0.332963374028857
"44",0,0,0,0,0.197433366238894,0.0999000999000999,0.102145045965271,0.102459016393443,0.103734439834025,0.104493207941484,0,0,0.110987791342952
"45",0,0.0988142292490119,0.0992063492063492,0.0997008973080758,0.197433366238894,0.599400599400599,0.306435137895812,0.512295081967213,0.518672199170124,0.83594566353187,0.851063829787234,0.767543859649123,1.55382907880133
"46",0,0,0.0992063492063492,0,0,0.0999000999000999,0,0.102459016393443,0.103734439834025,0,0,0,0.221975582685905
"47",0,0,0,0,0,0,0.306435137895812,0,0.103734439834025,0,0.319148936170213,0.109649122807018,0
"48",0,0,0,0.0997008973080758,0,0,0,0.204918032786885,0.103734439834025,0.208986415882968,0.319148936170213,0.219298245614035,0.110987791342952
"49",0,0,0,0,0,0,0,0,0,0.104493207941484,0,0,0
"50",0,0,0,0.199401794616152,0.197433366238894,0.1998001998002,0.612870275791624,0.717213114754098,1.45228215767635,0.522466039707419,1.38297872340426,1.64473684210526,1.66481687014428
"51",0,0.0988142292490119,0,0,0,0,0,0,0,0,0,0,0.221975582685905
"52",0,0,0,0,0.0987166831194472,0,0,0,0,0.104493207941484,0,0.109649122807018,0.110987791342952
"53",0,0,0,0,0,0,0,0,0,0.104493207941484,0,0,0
"54",0,0,0.0992063492063492,0,0,0,0,0,0,0,0.106382978723404,0,0.110987791342952
"55",0,0.0988142292490119,0,0,0.0987166831194472,0.0999000999000999,0.102145045965271,0,0.103734439834025,0.313479623824451,0.425531914893617,0.109649122807018,0.221975582685905
"58",0,0,0,0,0,0,0,0,0,0,0.106382978723404,0,0.110987791342952
"60",0,0,0.0992063492063492,0,0,0.2997002997003,0,0.204918032786885,0,0.731452455590387,0.425531914893617,0.548245614035088,0.887902330743618
"62",0,0,0,0,0,0,0,0,0,0,0.106382978723404,0,0.110987791342952
"63",0,0,0,0,0.0987166831194472,0,0,0,0,0,0,0,0
"64",0,0,0,0,0.0987166831194472,0,0,0,0,0,0,0,0
"65",0,0,0,0,0.0987166831194472,0.0999000999000999,0,0,0,0,0,0.219298245614035,0.554938956714761
"66",0,0,0,0,0,0,0,0,0,0,0,0,0.110987791342952
"70",0.0983284169124877,0,0,0.199401794616152,0,0,0,0,0,0.104493207941484,0.425531914893617,0.43859649122807,0.221975582685905
"72",0,0,0,0,0,0,0,0.102459016393443,0,0,0,0,0.110987791342952
"75",0,0,0,0,0,0,0,0,0,0,0.106382978723404,0.328947368421053,0
"76",0,0,0,0,0,0,0,0.102459016393443,0,0,0,0,0
"77",0,0,0,0,0,0,0,0,0,0.104493207941484,0,0,0
"80",0,0,0.0992063492063492,0,0,0,0.204290091930541,0,0.20746887966805,0,0.106382978723404,0.109649122807018,0.110987791342952
"84",0.0983284169124877,0,0,0,0,0,0,0,0,0,0,0,0
"85",0,0,0,0,0,0,0,0.102459016393443,0,0,0,0,0
"86",0,0,0,0,0,0,0,0,0,0.104493207941484,0,0,0
"90",0,0,0,0,0.0987166831194472,0.1998001998002,0,0,0,0,0,0,0
"94",0,0.0988142292490119,0,0,0,0,0,0,0,0,0,0.109649122807018,0
"95",0,0,0,0,0,0,0,0,0,0,0,0.109649122807018,0.221975582685905
"96",0,0,0,0,0,0,0,0,0,0.104493207941484,0,0,0
"97",0,0.0988142292490119,0.0992063492063492,0.0997008973080758,0.394866732477789,0,0.102145045965271,0,0,0,0,0,0 
 "fhrswrk"
"","year 1","year 2","year 3","year 4","year 5","year 6","year 7","year 8","year 9","year 10","year 11","year 12","year 13"
"0",9.73451327433628,9.07278165503489,10.8673978065803,11.8694362017804,9.73451327433628,13.5814889336016,13.5814889336016,12.8336755646817,13.9583333333333,16.9633507853403,17.5531914893617,20.2850877192982,19.7777777777778
"2",0,0,0,0.19782393669634,0,0,0,0,0,0,0.106382978723404,0,0.111111111111111
"3",0,0,0,0.0989119683481701,0,0,0,0.102669404517454,0,0,0,0.109649122807018,0.111111111111111
"4",0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111
"5",0,0,0,0,0,0,0,0.102669404517454,0,0,0.106382978723404,0,0.111111111111111
"6",0,0,0,0,0,0,0,0,0,0.104712041884817,0.106382978723404,0.219298245614035,0.222222222222222
"8",0,0,0.0997008973080758,0,0,0,0,0,0.208333333333333,0,0.106382978723404,0,0.111111111111111
"9",0,0,0,0,0,0.100603621730382,0.100603621730382,0,0,0,0,0,0
"10",0,0,0,0,0,0.201207243460765,0.201207243460765,0.205338809034908,0.416666666666667,0.31413612565445,0.425531914893617,0.43859649122807,0.222222222222222
"12",0.0983284169124877,0,0.0997008973080758,0,0.0983284169124877,0,0,0.102669404517454,0,0.104712041884817,0,0,0
"14",0,0,0,0,0,0,0,0,0,0,0.106382978723404,0.109649122807018,0
"15",0,0,0.199401794616152,0.19782393669634,0,0.201207243460765,0.201207243460765,0,0,0,0,0.109649122807018,0.111111111111111
"17",0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111
"20",0.196656833824975,0.598205383848455,0.199401794616152,0.29673590504451,0.196656833824975,0,0,0.102669404517454,0.3125,0.418848167539267,0.319148936170213,0.328947368421053,0.333333333333333
"21",0.0983284169124877,0,0,0,0.0983284169124877,0.100603621730382,0.100603621730382,0,0,0,0,0,0
"22",0,0,0.0997008973080758,0,0,0,0,0,0.104166666666667,0,0,0,0
"23",0.0983284169124877,0,0,0,0.0983284169124877,0,0,0,0,0,0,0,0
"24",0,0.0997008973080758,0.0997008973080758,0,0,0,0,0.102669404517454,0,0,0,0,0
"25",0.196656833824975,0.199401794616152,0.0997008973080758,0.29673590504451,0.196656833824975,0.100603621730382,0.100603621730382,0.410677618069815,0.416666666666667,0.523560209424084,0,0,0.111111111111111
"26",0,0,0.0997008973080758,0,0,0,0,0,0,0,0,0,0
"27",0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111
"28",0,0,0,0,0,0.201207243460765,0.201207243460765,0,0,0,0,0.219298245614035,0
"30",0.491642084562439,0.0997008973080758,0.997008973080758,0.494559841740851,0.491642084562439,0.804828973843058,0.804828973843058,0.924024640657084,0.625,1.04712041884817,0.851063829787234,1.20614035087719,0.555555555555556
"32",0.196656833824975,0.0997008973080758,0.199401794616152,0.0989119683481701,0.196656833824975,0.100603621730382,0.100603621730382,0.205338809034908,0.104166666666667,0.104712041884817,0.212765957446809,0.219298245614035,0.222222222222222
"33",0,0.199401794616152,0,0,0,0,0,0,0,0.104712041884817,0,0,0.111111111111111
"34",0.0983284169124877,0.0997008973080758,0.0997008973080758,0.39564787339268,0.0983284169124877,0.201207243460765,0.201207243460765,0.102669404517454,0.104166666666667,0,0.106382978723404,0.109649122807018,0
"35",1.37659783677483,1.59521435692921,2.39282153539382,1.48367952522255,1.37659783677483,0.704225352112676,0.704225352112676,1.3347022587269,1.45833333333333,1.15183246073298,1.17021276595745,1.42543859649123,1.11111111111111
"36",0.196656833824975,0.199401794616152,0.199401794616152,0.19782393669634,0.196656833824975,0.402414486921529,0.402414486921529,0.616016427104723,0.208333333333333,0,0.319148936170213,0.109649122807018,0.333333333333333
"37",2.16322517207473,1.29611166500499,1.69491525423729,3.26409495548961,2.16322517207473,1.81086519114688,1.81086519114688,1.23203285420945,1.45833333333333,1.78010471204188,0.74468085106383,0.657894736842105,1.11111111111111
"38",0.786627335299902,0.797607178464606,1.79461615154536,1.68150346191889,0.786627335299902,2.21327967806841,2.21327967806841,4.31211498973306,4.0625,3.35078534031414,2.65957446808511,2.96052631578947,1.88888888888889
"39",0,0,0,0,0,0.301810865191147,0.301810865191147,0,0,0,0,0.109649122807018,0
"40",40.5113077679449,38.4845463609172,33.0009970089731,33.5311572700297,40.5113077679449,29.9798792756539,29.9798792756539,29.7741273100616,28.3333333333333,26.7015706806283,25.1063829787234,19.7368421052632,21.7777777777778
"41",0,0.299102691924227,0.0997008973080758,0.0989119683481701,0,0.201207243460765,0.201207243460765,0,0.104166666666667,0,0.212765957446809,0.328947368421053,0.222222222222222
"42",1.5732546705998,1.89431704885344,1.69491525423729,2.57171117705242,1.5732546705998,1.7102615694165,1.7102615694165,1.3347022587269,1.45833333333333,1.46596858638743,2.12765957446809,1.09649122807018,1.55555555555556
"43",1.27826941986234,2.19341974077767,1.59521435692921,1.38476755687438,1.27826941986234,2.31388329979879,2.31388329979879,0.718685831622177,1.14583333333333,0.732984293193717,0.851063829787234,1.09649122807018,1.11111111111111
"44",1.96656833824975,2.29312063808574,2.09371884346959,1.87932739861523,1.96656833824975,2.41448692152917,2.41448692152917,2.25872689938398,2.29166666666667,1.98952879581152,2.23404255319149,1.97368421052632,1.66666666666667
"45",9.43952802359882,10.568295114656,10.7676969092722,9.29772502472799,9.43952802359882,8.5513078470825,8.5513078470825,8.93223819301848,8.75,10.3664921465969,10.4255319148936,8.66228070175439,9.11111111111111
"46",1.37659783677483,1.19641076769691,0.997008973080758,0.593471810089021,1.37659783677483,1.00603621730382,1.00603621730382,1.12936344969199,1.14583333333333,0.942408376963351,0.212765957446809,0.328947368421053,0.777777777777778
"47",0.491642084562439,0.398803589232303,0.797607178464606,0.39564787339268,0.491642084562439,0.804828973843058,0.804828973843058,1.23203285420945,0.416666666666667,0.418848167539267,0.212765957446809,0.548245614035088,0.888888888888889
"48",3.14650934119961,2.8913260219342,3.38983050847458,3.06627101879327,3.14650934119961,2.91750503018109,2.91750503018109,2.97741273100616,1.77083333333333,1.78010471204188,2.34042553191489,1.64473684210526,2.22222222222222
"49",0.196656833824975,0.398803589232303,0.598205383848455,0.494559841740851,0.196656833824975,0.503018108651911,0.503018108651911,0.308008213552361,0.3125,0.104712041884817,0,0.219298245614035,0.444444444444444
"50",10.2261553588987,10.568295114656,10.468594217348,11.3748763600396,10.2261553588987,11.4688128772636,11.4688128772636,12.8336755646817,12.9166666666667,12.1465968586387,11.8085106382979,14.4736842105263,12.3333333333333
"51",0,0.0997008973080758,0.0997008973080758,0.19782393669634,0,0.100603621730382,0.100603621730382,0,0,0,0,0,0.333333333333333
"52",1.08161258603736,1.09670987038883,0.997008973080758,0.692383778437191,1.08161258603736,0.603621730382294,0.603621730382294,0.718685831622177,0.9375,0.628272251308901,0.531914893617021,0.657894736842105,0.888888888888889
"53",0,0.398803589232303,0.398803589232303,0.0989119683481701,0,0.301810865191147,0.301810865191147,0.102669404517454,0.3125,0.31413612565445,0.531914893617021,0.328947368421053,0.111111111111111
"54",0.786627335299902,0.598205383848455,0.299102691924227,0.29673590504451,0.786627335299902,0.201207243460765,0.201207243460765,0.410677618069815,0.208333333333333,0.418848167539267,0.212765957446809,0.43859649122807,0.444444444444444
"55",2.94985250737463,1.79461615154536,2.8913260219342,2.67062314540059,2.94985250737463,4.02414486921529,4.02414486921529,3.28542094455852,3.64583333333333,3.66492146596859,4.8936170212766,3.83771929824561,4.44444444444444
"56",0.393313667649951,0.0997008973080758,0.598205383848455,0.29673590504451,0.393313667649951,0.301810865191147,0.301810865191147,0.410677618069815,0.208333333333333,0.628272251308901,0.319148936170213,0.548245614035088,0.111111111111111
"57",0.294985250737463,0.0997008973080758,0.299102691924227,0.19782393669634,0.294985250737463,0.201207243460765,0.201207243460765,0,0.3125,0.209424083769634,0.319148936170213,0.109649122807018,0.222222222222222
"58",0.294985250737463,0.0997008973080758,0.0997008973080758,0,0.294985250737463,0,0,0.205338809034908,0.520833333333333,0.418848167539267,0.319148936170213,0.109649122807018,0
"60",4.91642084562439,5.38384845463609,5.48354935194417,5.93471810089021,4.91642084562439,5.73440643863179,5.73440643863179,5.85215605749487,6.25,6.49214659685864,6.48936170212766,7.12719298245614,6.77777777777778
"61",0,0,0,0,0,0,0,0,0,0,0.106382978723404,0,0.111111111111111
"62",0,0.0997008973080758,0.199401794616152,0,0,0.100603621730382,0.100603621730382,0.205338809034908,0,0,0,0.109649122807018,0.222222222222222
"63",0.0983284169124877,0.0997008973080758,0.0997008973080758,0.0989119683481701,0.0983284169124877,0,0,0,0,0,0,0.219298245614035,0.111111111111111
"64",0.0983284169124877,0.0997008973080758,0.199401794616152,0,0.0983284169124877,0.100603621730382,0.100603621730382,0.308008213552361,0.416666666666667,0.104712041884817,0.106382978723404,0,0
"65",0.589970501474926,1.09670987038883,1.49551345962114,0.692383778437191,0.589970501474926,1.60965794768612,1.60965794768612,1.23203285420945,1.35416666666667,1.04712041884817,1.27659574468085,1.09649122807018,1.44444444444444
"66",0,0,0,0.19782393669634,0,0.201207243460765,0.201207243460765,0.102669404517454,0.104166666666667,0.104712041884817,0.212765957446809,0.328947368421053,0.333333333333333
"67",0,0,0,0,0,0,0,0,0.104166666666667,0,0,0,0.222222222222222
"68",0.393313667649951,0,0.299102691924227,0,0.393313667649951,0.100603621730382,0.100603621730382,0.102669404517454,0,0.209424083769634,0,0,0
"69",0,0,0,0,0,0,0,0,0.104166666666667,0,0,0,0.111111111111111
"70",0.983284169124877,1.69491525423729,0.598205383848455,1.18694362017804,0.983284169124877,1.50905432595573,1.50905432595573,1.54004106776181,1.66666666666667,1.2565445026178,2.12765957446809,3.61842105263158,2.66666666666667
"72",0.491642084562439,0.398803589232303,0.0997008973080758,0.19782393669634,0.491642084562439,0,0,0.102669404517454,0.208333333333333,0.104712041884817,0.212765957446809,0.109649122807018,0.333333333333333
"73",0,0.0997008973080758,0,0.0989119683481701,0,0,0,0,0,0.104712041884817,0,0,0
"75",0,0.199401794616152,0,0.0989119683481701,0,0.100603621730382,0.100603621730382,0.102669404517454,0.3125,0.104712041884817,0.106382978723404,0.657894736842105,0.333333333333333
"77",0,0,0,0,0,0,0,0,0,0.209424083769634,0,0,0.333333333333333
"78",0,0.0997008973080758,0,0,0,0,0,0,0,0,0,0.219298245614035,0
"79",0.0983284169124877,0.0997008973080758,0,0,0.0983284169124877,0,0,0,0,0,0.106382978723404,0,0
"80",0.294985250737463,0.299102691924227,0.598205383848455,0.890207715133531,0.294985250737463,0.704225352112676,0.704225352112676,0.616016427104723,0.833333333333333,0.942408376963351,1.06382978723404,1.09649122807018,0.888888888888889
"82",0,0,0.0997008973080758,0,0,0.100603621730382,0.100603621730382,0,0,0,0,0,0
"84",0.196656833824975,0.199401794616152,0.199401794616152,0,0.196656833824975,0,0,0.205338809034908,0.208333333333333,0,0,0,0.111111111111111
"85",0,0,0,0,0,0,0,0,0,0,0,0.109649122807018,0
"86",0,0,0,0,0,0.100603621730382,0.100603621730382,0,0,0.104712041884817,0,0,0
"88",0,0,0,0,0,0,0,0,0,0.104712041884817,0,0,0
"90",0.0983284169124877,0.0997008973080758,0.0997008973080758,0.692383778437191,0.0983284169124877,0.804828973843058,0.804828973843058,0.308008213552361,0,0.104712041884817,0.425531914893617,0.548245614035088,0.222222222222222
"94",0,0.0997008973080758,0,0,0,0,0,0,0,0,0,0,0
"95",0,0,0,0,0,0,0,0,0,0,0.212765957446809,0,0.111111111111111
"96",0,0,0,0,0,0,0,0,0,0.104712041884817,0,0,0
"97",0,0.0997008973080758,0.0997008973080758,0.19782393669634,0,0.201207243460765,0.201207243460765,0,0.208333333333333,0,0,0,0.111111111111111 
 "msmoke"
"","year 1","year 2","year 3","year 4","year 5","year 6","year 7","year 8","year 9","year 10","year 11","year 12","year 13"
"0",67.2566371681416,68.2086614173228,70.414201183432,70.8374384236453,69.2913385826772,70.5765407554672,70.2620967741936,71.9262295081967,73.6514522821577,74.4258872651357,75.9574468085106,76.2061403508772,76.1376248612653
"1",1.37659783677483,0.590551181102362,0.690335305719921,0.689655172413793,0.984251968503937,0.894632206759443,0.907258064516129,0.614754098360656,0.518672199170124,0.626304801670146,0.319148936170213,0.657894736842105,0.443951165371809
"2",0.983284169124877,1.08267716535433,0.887573964497041,0.788177339901478,0.492125984251969,0.695825049701789,0.907258064516129,0.409836065573771,0.518672199170124,0.730688935281837,0.638297872340425,0.43859649122807,0.554938956714761
"3",0.491642084562439,1.27952755905512,0.986193293885602,0.886699507389163,0.492125984251969,0.99403578528827,0.604838709677419,0.819672131147541,1.34854771784232,0.417536534446764,0.425531914893617,0.109649122807018,0.443951165371809
"4",0.884955752212389,0.78740157480315,0.690335305719921,0.591133004926108,0.590551181102362,0.397614314115308,0.504032258064516,0.614754098360656,0.4149377593361,0.521920668058455,0.319148936170213,0.548245614035088,0.443951165371809
"5",1.5732546705998,1.5748031496063,2.66272189349112,1.37931034482759,1.37795275590551,0.99403578528827,1.00806451612903,1.33196721311475,0.726141078838174,1.46137787056367,0.425531914893617,1.20614035087719,0.776914539400666
"6",1.08161258603736,0.885826771653543,0.788954635108481,1.08374384236453,1.08267716535433,0.99403578528827,1.10887096774194,0.409836065573771,0.518672199170124,0.521920668058455,0.74468085106383,0.548245614035088,0.887902330743618
"7",0.294985250737463,0.393700787401575,0.493096646942801,0.492610837438424,0.885826771653543,0.397614314115308,0.201612903225806,0.409836065573771,0.20746887966805,0.313152400835073,0.425531914893617,0.43859649122807,0.443951165371809
"8",0.786627335299902,1.18110236220472,0.591715976331361,0.591133004926108,0.984251968503937,0.497017892644135,0.504032258064516,0.717213114754098,0.622406639004149,0.521920668058455,0.74468085106383,0.548245614035088,0.665926748057714
"9",0.0983284169124877,0.196850393700787,0.0986193293885602,0.0985221674876847,0.0984251968503937,0.099403578528827,0,0,0,0.104384133611691,0,0.219298245614035,0.332963374028857
"10",5.99803343166175,5.70866141732284,3.64891518737673,3.94088669950739,4.13385826771654,4.07554671968191,4.93951612903226,3.38114754098361,3.42323651452282,3.23590814196242,3.40425531914894,3.94736842105263,3.21864594894562
"11",0.196656833824975,0,0.0986193293885602,0.0985221674876847,0.0984251968503937,0.099403578528827,0.100806451612903,0,0,0,0.212765957446809,0.219298245614035,0
"12",0.688298918387414,1.37795275590551,1.18343195266272,1.2807881773399,1.27952755905512,1.29224652087475,0.907258064516129,1.53688524590164,0.4149377593361,1.04384133611691,0.638297872340425,1.31578947368421,0.998890122086571
"13",0.0983284169124877,0,0,0.0985221674876847,0.393700787401575,0,0.100806451612903,0,0,0.104384133611691,0.106382978723404,0.109649122807018,0
"14",0.196656833824975,0,0.29585798816568,0.197044334975369,0.196850393700787,0.099403578528827,0.100806451612903,0.204918032786885,0,0,0,0.109649122807018,0
"15",4.32645034414946,5.51181102362205,4.24063116370809,4.03940886699507,4.33070866141732,4.37375745526839,4.33467741935484,4.30327868852459,4.46058091286307,4.17536534446764,3.72340425531915,3.50877192982456,4.32852386237514
"16",0.0983284169124877,0.196850393700787,0,0.0985221674876847,0.196850393700787,0.298210735586481,0.100806451612903,0,0.103734439834025,0,0,0.109649122807018,0.110987791342952
"17",0.393313667649951,0,0.29585798816568,0.295566502463054,0,0,0.201612903225806,0,0,0.208768267223382,0.106382978723404,0.548245614035088,0.110987791342952
"18",0.491642084562439,0.295275590551181,0.29585798816568,0.591133004926108,0.393700787401575,0.198807157057654,0.201612903225806,0.409836065573771,0.20746887966805,0.208768267223382,0.638297872340425,0.328947368421053,0.332963374028857
"20",9.14454277286136,7.28346456692913,7.19921104536489,7.78325123152709,8.07086614173228,6.95825049701789,7.15725806451613,6.65983606557377,7.15767634854772,6.57620041753653,6.27659574468085,4.93421052631579,4.661487236404
"22",0.294985250737463,0,0.0986193293885602,0.295566502463054,0.0984251968503937,0.198807157057654,0.201612903225806,0,0.103734439834025,0,0,0,0.110987791342952
"23",0,0,0,0,0,0.198807157057654,0.403225806451613,0,0,0,0,0,0
"24",0.0983284169124877,0,0.0986193293885602,0,0,0,0,0,0,0,0,0,0
"25",1.76991150442478,2.16535433070866,3.25443786982249,2.26600985221675,2.55905511811024,3.37972166998012,3.0241935483871,4.61065573770492,4.5643153526971,3.54906054279749,3.29787234042553,2.19298245614035,3.55160932297447
"27",0,0,0,0,0,0,0.100806451612903,0.102459016393443,0,0,0.106382978723404,0.109649122807018,0
"28",0,0.0984251968503937,0,0,0.0984251968503937,0,0.30241935483871,0.102459016393443,0,0,0,0,0.110987791342952
"30",1.08161258603736,0.78740157480315,0.493096646942801,0.886699507389163,1.18110236220472,1.39165009940358,0.907258064516129,0.512295081967213,0.4149377593361,0.835073068893528,1.06382978723404,1.09649122807018,0.998890122086571
"32",0,0,0,0,0,0,0,0,0,0,0,0,0.110987791342952
"35",0,0.0984251968503937,0.0986193293885602,0,0.0984251968503937,0.198807157057654,0.30241935483871,0.409836065573771,0.20746887966805,0.104384133611691,0.106382978723404,0.109649122807018,0
"40",0.294985250737463,0.196850393700787,0.0986193293885602,0.197044334975369,0.295275590551181,0.298210735586481,0.100806451612903,0.204918032786885,0.20746887966805,0.104384133611691,0.212765957446809,0.43859649122807,0.110987791342952
"45",0,0,0,0.0985221674876847,0,0,0.201612903225806,0,0.103734439834025,0,0,0,0
"50",0,0,0.19723865877712,0.295566502463054,0.295275590551181,0.397614314115308,0.201612903225806,0.204918032786885,0.103734439834025,0.104384133611691,0.106382978723404,0,0.110987791342952
"60",0,0,0.0986193293885602,0.0985221674876847,0,0,0.100806451612903,0,0,0.104384133611691,0,0,0
"65",0,0.0984251968503937,0,0,0,0,0,0,0,0,0,0,0
"70",0,0,0,0,0,0,0,0.102459016393443,0,0,0,0,0 
 "fsmoke"
"","year 1","year 2","year 3","year 4","year 5","year 6","year 7","year 8","year 9","year 10","year 11","year 12","year 13"
"0",66.9616519174041,68.0830039525692,70.1684836471754,70.5824284304047,70.187561697927,71.1729622266402,72.1774193548387,73.0532786885246,74.6887966804979,76.6179540709812,77.9317697228145,77.3626373626374,78.5555555555556
"1",0.196656833824975,0.494071146245059,0.594648166501487,0.0987166831194472,0.69101678183613,0.497017892644135,0.504032258064516,0.512295081967213,0.311203319502075,0.313152400835073,0.213219616204691,0.879120879120879,0.111111111111111
"2",1.08161258603736,0.790513833992095,1.18929633300297,1.08588351431392,0.296150049358342,0.894632206759443,1.00806451612903,0.307377049180328,0.829875518672199,0.313152400835073,0.426439232409382,0.549450549450549,1.11111111111111
"3",0.491642084562439,1.38339920948617,0.297324083250743,0.493583415597236,0.592300098716683,0.596421471172962,0.907258064516129,0.922131147540984,0.103734439834025,0,0.533049040511727,0.549450549450549,0.444444444444444
"4",0.786627335299902,0.296442687747036,0.495540138751239,0.493583415597236,0.493583415597236,0.397614314115308,0.30241935483871,0.204918032786885,0.4149377593361,0.313152400835073,0.426439232409382,0.21978021978022,0.222222222222222
"5",1.47492625368732,1.58102766798419,1.98216055500496,1.57946692991115,1.8756169792695,1.59045725646123,0.907258064516129,1.53688524590164,0.933609958506224,1.98329853862213,1.27931769722815,1.42857142857143,1.11111111111111
"6",0.491642084562439,0.395256916996047,0.594648166501487,1.08588351431392,0.592300098716683,0.596421471172962,0.806451612903226,0.409836065573771,0.726141078838174,0.417536534446764,0.213219616204691,0.659340659340659,1.22222222222222
"7",0.688298918387414,0.592885375494071,0.396432111000991,0.592300098716683,0.0987166831194472,0.198807157057654,0.201612903225806,0.204918032786885,0.20746887966805,0.313152400835073,0.213219616204691,0.21978021978022,0.333333333333333
"8",0.294985250737463,0.988142292490119,0.495540138751239,1.28331688055281,0.592300098716683,0,0.30241935483871,0.307377049180328,0.4149377593361,0.313152400835073,0.106609808102345,0.43956043956044,0.444444444444444
"9",0.0983284169124877,0.296442687747036,0,0,0.0987166831194472,0.099403578528827,0.100806451612903,0,0,0,0.106609808102345,0,0
"10",5.6047197640118,5.13833992094862,5.35183349851338,3.45508390918065,4.54096742349457,3.87673956262425,2.72177419354839,2.86885245901639,3.42323651452282,3.34029227557411,3.5181236673774,2.1978021978022,1.66666666666667
"11",0,0,0,0.0987166831194472,0,0.198807157057654,0,0,0.103734439834025,0,0,0,0
"12",0.589970501474926,0.592885375494071,0.594648166501487,0.592300098716683,1.38203356367226,1.19284294234592,0.705645161290323,0.512295081967213,0.518672199170124,0.626304801670146,1.06609808102345,0.549450549450549,1.11111111111111
"13",0,0,0,0.197433366238894,0,0.198807157057654,0,0,0,0,0,0,0
"14",0.196656833824975,0,0,0,0,0.198807157057654,0,0,0,0,0.106609808102345,0,0
"15",4.8180924287119,4.54545454545455,3.46878097125867,3.3563672260612,3.06021717670286,3.6779324055666,3.72983870967742,2.76639344262295,2.69709543568465,3.13152400835073,2.3454157782516,2.96703296703297,3.33333333333333
"16",0.0983284169124877,0,0.0991080277502478,0.0987166831194472,0,0,0.100806451612903,0.102459016393443,0.103734439834025,0,0,0.21978021978022,0.111111111111111
"17",0.0983284169124877,0,0.198216055500496,0.0987166831194472,0,0.198807157057654,0,0,0,0.417536534446764,0,0.21978021978022,0
"18",0.393313667649951,0.494071146245059,0.297324083250743,0.0987166831194472,0.296150049358342,0.298210735586481,0.30241935483871,0.307377049180328,0.20746887966805,0,0.106609808102345,0.21978021978022,0
"19",0,0,0,0.0987166831194472,0,0,0,0,0,0,0,0,0
"20",12.094395280236,10.2766798418972,9.11793855302279,10.2665350444225,9.37808489634748,8.4493041749503,9.2741935483871,8.81147540983607,7.26141078838174,7.09812108559499,6.60980810234542,6.48351648351648,5.44444444444444
"22",0,0,0,0,0.197433366238894,0,0.30241935483871,0.102459016393443,0,0,0,0.10989010989011,0
