"Variable","ClassVal0","Estimate"
"Intercept",NA,-0.621154333053511
"r1stchildethn",2,0.278735486769993
"r1stchildethn",3,1.0063969769567
"r1stchildethn",4,-0.323771818588783
"z1HighBw",1,0.4472378888438
"z1LowBw",1,0.196232152877727
"z1Caesarean",1,0.256449917161211
"r1Sleep",2,-0.1121814182804
"r1Sleep",3,-0.470408770713141
