Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,19.9978,5.3553,344,3.73,0.0002
age,,0.7797,0.3351,344,2.33,0.0205
MAGE,,-1.032,0.3577,344,-2.89,0.0042
MAGE*MAGE,,0.01979,0.005972,344,3.31,0.001
z1single0,1,7.619,3.7667,344,2.02,0.0439
fsmoke_previous,,0.3627,0.04071,344,8.91,<.0001
pregalc,,0.6339,0.1705,344,3.72,0.0002
pregalc*pregalc,,-0.00809,0.002828,344,-2.86,0.0045
age*z1single0,1,-2.7052,0.9879,344,-2.74,0.0065
_sd,,6.018978319,2.7624,,,
