"Variable","ClassVal0","Estimate"
"Intercept",NA,-0.534559747012749
"r1stchildethn",2,0.320186341113721
"r1stchildethn",3,1.08008738217555
"r1stchildethn",4,-0.350711154541737
"z1Caesarean",1,0.202253861418207
