Variable,ClassVal0,DF,Estimate,StdErr,WaldChiSq,ProbChiSq
Intercept,,1,-4.3688,1.9568,4.9848,0.0256
z1gender,1,1,0.6605,0.2197,9.0396,0.0026
MAGE,,1,-0.1237,0.0312,15.7254,<.0001
fage,,1,0.6102,0.1372,19.7802,<.0001
ga,,1,0.0979,0.048,4.1658,0.0412
pregsmk,,1,0.1456,0.0358,16.5426,<.0001
pregsmk*pregsmk,,1,-0.0044,0.00137,10.3276,0.0013
bthorder,,1,0.2438,0.0897,7.3827,0.0066
NPRESCH,,1,-0.4937,0.1168,17.8578,<.0001
