Variable,ClassVal0,DF,Estimate,StdErr,WaldChiSq,ProbChiSq
Intercept,,1,1.8902,1.1628,2.6424,0.1040
age,,1,0.2022,0.0870,5.3966,0.0202
r1stmeduc,2,1,-2.9729,1.0932,7.3949,0.0065
r1stmeduc,3,1,-2.3801,1.0920,4.7507,0.0293
r1stfeduc,2,1,-1.3426,0.7492,3.2113,0.0731
r1stfeduc,3,1,-2.4290,0.7638,10.1144,0.0015
SESBTH,2,1,1.8428,0.7383,6.2299,0.0126
SESBTH,3,1,2.0865,0.7434,7.8765,0.0050
