"Variable","ClassVal0","Estimate"
"Intercept",NA,-3.34229901051146
"r1stchildethn",2,0.617696626
"r1stchildethn",3,0.49991359
"r1stchildethn",4,0.116921338
"r1Region",2,0.051293294
"r1Region",3,0.08186387
"r1Region",4,0.436963775
"r1Region",5,0.436963775
"r1Region",6,0.471062391
"r1Region",7,0.147053418
"r1Region",8,-0.013986242
"r1Region",9,0.161268148
"r1Region",10,0.152969345
"r1Region",11,0.357837059
"r1Region",12,0.47362776
"r1Region",13,0.397496938
