Variable,ClassVal0,DF,Estimate,StdErr,WaldChiSq,ProbChiSq
Intercept,,1,-315.2,149.1,4.471,0.0345
bwkg,,1,-2.189,0.7462,8.6063,0.0034
ga,,1,16.0686,7.7175,4.3351,0.0373
ga*ga,,1,-0.1996,0.0991,4.0565,0.044
