Variable,ClassVal0,Estimate
Intercept,,4.681494
IQ_previous,,0.596119
IQ_previous1,,-0.04077
IQ_previous2,,0.331255
IQ_previous3,,-0.240319
IQ_previous4,,0.147404
IQ_previous5,,-0.030935
IQ_previous6,,0.153196
IQ_previous7,,0.037234
_sd,,6.806
