Variable,ClassVal0,Estimate
Intercept,,5.987518
IQ_previous,,0.612627
IQ_previous1,,-0.012937
IQ_previous2,,0.3051
IQ_previous3,,-0.201132
IQ_previous4,,0.163668
IQ_previous5,,0.072799
_sd,,6.937
