Variable,ClassVal0,Estimate
Intercept,,4.935911
IQ_previous,,0.600488
IQ_previous1,,-0.045234
IQ_previous2,,0.344094
IQ_previous3,,-0.259065
IQ_previous4,,0.170472
IQ_previous5,,-0.038402
IQ_previous6,,0.178288
_sd,,6.82
