Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,0.2454,0.4507,1115,0.54,0.5862
r1stfeduc,1,2.0162,0.5258,1115,3.83,0.0001
r1stfeduc,2,0.7962,0.2221,1115,3.58,0.0004
r1stfeduc,3,0,,,,
fhrswrk,,0.01447,0.005122,1115,2.82,0.0048
z1homeown,1,-1.3498,0.2024,1115,-6.67,<.0001
pregalc,,-0.07255,0.02689,1115,-2.7,0.0071
