Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,20.3897,1.6006,1135,12.74,<.0001
z1gender,1,-0.488,0.1103,1135,-4.42,<.0001
bthorder,,-0.3102,0.05615,1135,-5.52,<.0001
ga,,-0.5822,0.04115,1135,-14.15,<.0001
BREAST,,-0.02229,0.01332,1135,-1.67,0.0946
pregsmk,,0.04719,0.007909,1135,5.97,<.0001
