Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,25.1976,0.3019,454,83.45,<.0001
bthorder,,0.1801,0.06566,454,2.74,0.0063
fage,,0.3966,0.07825,454,5.07,<.0001
z1homeown,1,-0.4065,0.1477,454,-2.75,0.0062
_sd,,1.290426286,0.1105,,,
