Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,14.3523,0.4311,2048,33.29,<.0001
age,,0.1042,0.0187,2048,5.57,<.0001
MAGE,,0.0699,0.02157,2048,3.24,0.0012
fage,,-0.1894,0.09307,2048,-2.03,0.042
z1single0,1,1.1324,0.3536,2048,3.2,0.0014
z1homeown,1,0.4022,0.1908,2048,2.11,0.0352
_sd,,2.841372908,0.2523,,,
