Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,32.4532,0.3544,411,91.56,<.0001
r1stfeduc,1,-0.4679,0.5357,411,-0.87,0.383
r1stfeduc,2,-1.2295,0.4085,411,-3.01,0.0028
r1stfeduc,3,0,,,,
SESBTH,1,2.227,0.5538,411,4.02,<.0001
SESBTH,2,1.1554,0.409,411,2.82,0.005
SESBTH,3,0,,,,
welfare,1,-2.0827,0.6476,411,-3.22,0.0014
mhrswrk,,-0.04509,0.01119,411,-4.03,<.0001
msmoke,,-0.0855,0.02337,411,-3.66,0.0003
_sd,,3.199156139,0.7139,,,
