Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,19.0745,0.2567,59,74.31,<.0001
SESBTH,1,-2.7446,0.725,59,-3.79,0.0004
SESBTH,2,-0.3727,0.2692,59,-1.38,0.1715
SESBTH,3,0,,,,
fhrswrk,,0.01595,0.006719,59,2.37,0.0208
_sd,,0.984936546,0.1786,,,
