Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,-0.03254,2.4915,1209,-0.01,0.9896
bthorder,,0.3502,0.1041,1209,3.36,0.0008
age,,-0.05027,0.02358,1209,-2.13,0.0332
z1gender,1,0.47,0.1793,1209,2.62,0.0089
MAGE,,-0.1018,0.02141,1209,-4.75,<.0001
r1stfeduc,1,-0.6696,0.2944,1209,-2.27,0.0231
r1stfeduc,2,-0.9289,0.1989,1209,-4.67,<.0001
r1stfeduc,3,0,,,,
ga,,0.2269,0.06085,1209,3.73,0.0002
BREAST,,0.05712,0.02173,1209,2.63,0.0087
_sd,,3.034270917,0.3745,,,
