Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,4.7564,0.2481,2020,19.17,<.0001
age,,0.122,0.01715,2020,7.11,<.0001
fage,,0.1375,0.05881,2020,2.34,0.0195
msmoke,,0.02176,0.008596,2020,2.53,0.0114
fsmoke,,0.01622,0.007536,2020,2.15,0.0315
_sd,,2.73859453,0.236,,,
