Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,29.3386,0.5222,190,56.18,<.0001
fage,,0.461,0.1106,190,4.17,<.0001
r1stfeduc,1,-0.5378,0.266,190,-2.02,0.0446
r1stfeduc,2,0.4782,0.2244,190,2.13,0.0344
r1stfeduc,3,0,,,,
SESBTH,1,0.4846,0.3136,190,1.55,0.124
SESBTH,2,-0.2235,0.2531,190,-0.88,0.3783
SESBTH,3,0,,,,
_sd,,1.209545369,0.1501,,,
