Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,-7.4241,1.0076,407,-7.37,<.0001
MAGE,,-0.05465,0.02352,407,-2.32,0.0206
fage,,0.4057,0.1393,407,2.91,0.0038
SESBTH,1,-0.7708,0.2591,407,-2.98,0.0031
SESBTH,2,-0.6797,0.2134,407,-3.18,0.0016
SESBTH,3,0,,,,
householdsize,,0.8576,0.1131,407,7.58,<.0001
BREAST,,0.06591,0.02137,407,3.08,0.0022
pregsmk,,-0.04207,0.0178,407,-2.36,0.0186
_Alpha,,0.2686,0.07956,,,
