Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,48.8932,0.07675,2245,637.05,<.0001
age,,0.03283,0.006739,2245,4.87,<.0001
r1stfeduc,1,0.2516,0.07973,2245,3.16,0.0016
r1stfeduc,2,0.1974,0.05915,2245,3.34,0.0009
r1stfeduc,3,0,,,,
SESBTH,1,0.1819,0.08957,2245,2.03,0.0424
SESBTH,2,0.01135,0.06908,2245,0.16,0.8695
SESBTH,3,0,,,,
chres,,0.08159,0.03772,2245,2.16,0.0306
_sd,,1.177242541,0.04136,,,
