Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,37.5137,0.2422,1080,154.86,<.0001
bthorder,,-0.08295,0.03271,1080,-2.54,0.0113
welfare,1,0.3716,0.117,1080,3.18,0.0015
fsmoke,,0.007783,0.003692,1080,2.11,0.0352
bwkg,,0.6749,0.06965,1080,9.69,<.0001
pregsmk,,0.02179,0.004668,1080,4.67,<.0001
_sd,,1.069298836,0.0492,,,
