Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,10.1193,0.5236,92,19.33,<.0001
r1stfeduc,1,0.2633,0.6451,92,0.41,0.6841
r1stfeduc,2,-0.8149,0.3439,92,-2.37,0.0199
r1stfeduc,3,0,,,,
SESBTH,1,-1.5313,0.5925,92,-2.58,0.0113
SESBTH,2,-0.4442,0.3436,92,-1.29,0.1993
SESBTH,3,0,,,,
householdsize,,-0.2722,0.108,92,-2.52,0.0135
_sd,,1.482362978,0.324,,,
