Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,34.5618,2.5098,1401,13.77,<.0001
SESBTH,1,0.3214,0.3276,1401,0.98,0.3267
SESBTH,2,-0.3803,0.2707,1401,-1.41,0.1602
SESBTH,3,0,,,,
z1single0,1,1.573,0.5385,1401,2.92,0.0035
msmoke,,-0.03965,0.01699,1401,-2.33,0.0198
ga,,-0.1745,0.06338,1401,-2.75,0.006
pregsmk,,0.06145,0.0172,1401,3.57,0.0004
pregalc,,0.07671,0.03381,1401,2.27,0.0234
_sd,,3.917665121,0.5799,,,
