Variable,ClassVal0,Estimate,StdErr,DF,tValue,Probt
Intercept,,14.3798,1.5682,108,9.17,<.0001
age,,-0.5445,0.1584,108,-3.44,0.0008
kids,,1.5285,0.5881,108,2.6,0.0107
_sd,,5.747669093,4.4956,,,
